,Date Of Upload,Author,Vertical,Headline,Description
16920,"August 29, 2015 12:41 IST",IANS,Sport,On National Sports Day Modi pays tribute to Dhyan Chand,No Description
16921,"March 29, 2016 18:05 IST","August 29, 2015 00:00 IST",Telangana,Telangana exchequer hit,No Description
16922,"August 29, 2015 00:00 IST",Staff Reporter,Telangana,Protest continues,Archakas perform ‘Sudarshana Homam’
16923,"March 29, 2016 18:05 IST","August 29, 2015 00:00 IST",Telangana,One lakh people lose jobs,No Description
16924,"August 29, 2015 00:00 IST",Staff Reporter,Telangana,Former Maoist among five arrested by police,No Description
16925,"August 29, 2015 00:00 IST","SANGAREDDY:,",Telangana,Media role crucial: Harish Rao,No Description
16926,"August 29, 2015 00:00 IST",Special Correspondent,Telangana,Sharmila’s Paramarsa Yatra concludes,No Description
16927,"August 29, 2015 00:00 IST",Staff Reporter,Telangana,"Expedite soil testing, officials told",No Description
16928,"August 29, 2015 00:00 IST",Staff Reporter,Telangana,Complete works under SSA: Harish,No Description
16929,"August 29, 2015 00:00 IST",T. Karnakar Reddy,Telangana,Telugu Academy to revise Inter history chapter,No Description
16930,"August 29, 2015 00:00 IST",P. Sridhar,Telangana,No-takers for houses under Rajiv Swagruha,"Of the total 576 apartments, most are insemi-furnished stage"
16931,"August 29, 2015 00:00 IST",S. Harpal Singh,Telangana,CPI(M) seeks govt. action on preventing diseases,No Description
16932,"August 29, 2015 00:00 IST",Gollapudi Srinivasa Rao,Telangana,Parties gear up for by-polls in Warangal,No Description
16933,"March 29, 2016 18:05 IST","August 29, 2015 00:00 IST",Telangana,Pay a tribute to your teacher,No Description
16934,"August 29, 2015 00:00 IST",Staff Reporter,Telangana,‘Rakshak Dalams’ formed to curb crime,No Description
16935,"August 29, 2015 00:00 IST",Special Correspondent,Telangana,SCCL launches ‘Stop Diabetes’ programme,No Description
16936,"March 29, 2016 18:05 IST",? M. Sai Gopal,Telangana,"Hyderabad, RR districts see a rise in diarrhoea cases","Outpatient facilities at government hospitals are receiving a large number of cases of acute diarrhoea, viral fever and dengue"
16937,"August 29, 2015 00:00 IST",Staff Reporter,Telangana,Statues of Communist leaders unveiled,No Description
16938,"August 29, 2015 00:00 IST",Special Correspondent,Telangana,Entrepreneurs urged to increase flyash utilisation,No Description
16939,"August 29, 2015 00:00 IST",R. Avadhani,Telangana,Skeletal remains of megalithic age found at Pullur,No Description
16940,"March 29, 2016 18:05 IST",T. Karnakar Reddy,Telangana,Historical discovery,An inscription dating back to 1156 AD found at Vadaparthi village near Bhongir in Nalgonda throws light on the period of Jagadheka Malla-II of Western Chalukyas
16941,"March 29, 2016 18:06 IST",K.M. Dayashankar,Telangana,Granite industry takes a beating,Number of quarries in Karimnagar has dwindled from over 180 to 15
16942,"August 29, 2015 00:00 IST",Staff Reporter,Telangana,"Chintu, victim of corporal punishment, dies",No Description
16943,"August 29, 2015 00:00 IST",Suresh Krishnamoorthy,Telangana,Trouble simmering in Pathapally village,No Description
16944,"March 29, 2016 18:06 IST",Yunus Y. Lasania,Telangana,HMR to have IP surveillance,No Description
16945,"August 29, 2015 00:00 IST",Special Correspondent,Telangana,New TCTGOA office bearers,No Description
16946,"August 29, 2015 00:00 IST",B. Chandrashekhar,Telangana,Dip in paddy cultivation to hit ‘mana biyyam’ supply,No Description
16947,"August 29, 2015 00:00 IST",Special Correspondent,Telangana,Pvt. medical colleges inject fear into aspirants,No Description
16948,"August 29, 2015 00:00 IST",N. Rahul,Telangana,"1,983 villages adopted under Grama Jyothi",No Description
16949,"August 29, 2015 00:00 IST",R. Ravikanth Reddy,Telangana,Engg. seats remain vacant as government turns a blind eye,Officials cite rules to keep the seats vacant
16950,"August 29, 2015 00:00 IST",Special Correspondent,Telangana,DCB Bank focuses on TS,No Description
16951,"August 29, 2015 00:00 IST","Chennai:,",Telangana,Pay tribute to your teacher,No Description
16952,"March 29, 2016 18:04 IST","August 29, 2015 00:00 IST",Telangana,Aadhaar seeding a hassle,No Description
16953,"August 29, 2015 19:55 IST",IANS,Other States,"AAP suspends Punjab MPs Dharamavira, Harinder Khalsa",No Description
16954,"August 29, 2015 18:35 IST",Special Correspondent,Other States,Woman gang-raped by four in Maharashtra,"The victim’s friend recorded the registration number of the motorcycle, helping the police arrest Tayyub Sheikh, 38."
16955,"August 29, 2015 17:53 IST",PTI,Other States,Custodial death: FIR against nine policemen,The Gujarat HC on Friday directed the administration to file an FIR and ordered a CID probe over the alleged custodial death of 32-year-old Shwetang Patel.
16956,"August 29, 2015 17:47 IST",PTI,Other States,Sonia to address Swabhiman rally in Bihar,No Description
16957,"August 29, 2015 15:51 IST",IANS,Other States,Lalu: Samajwadi Party to contest five seats in Bihar,No Description
16958,"August 29, 2015 15:23 IST",PTI,Other States,Two NDFB(S) ultras killed in Assam encounter,No Description
16959,"August 29, 2015 15:18 IST",PTI,Other States,Gujarat limps back to normalcy; curfew lifted,No Description
16960,"August 29, 2015 12:00 IST",PTI,Other States,"Raksha Bandhan gift for brother, missing sister traced",No Description
16961,"August 29, 2015 11:31 IST",PTI,Other States,12 jawans injured in explosion in Kashmir Army camp,No Description
16962,"August 29, 2015 11:01 IST",Omar Rashid,Other States,Vyapam adopts English name to save face,"By changing the name, Chouhan cannot wash away his sins: Congress"
16963,"August 29, 2015 03:33 IST",Mahesh Langa,Other States,Crackdown on Patels: BJP leaders complain to Gujarat CM,Gujarat government clueless on what provoked the police to target the Patel community.
16964,"August 29, 2015 00:00 IST","Meerut:,",Other States,Woman held for filing false rape complaint,No Description
16965,"August 29, 2015 00:00 IST","Chandigarh:,",Other States,Haryana’s gift on rakhi: all-women police stations,No Description
16966,"August 29, 2015 00:00 IST",PTI,Other States,8 IPS officers transferred in U.P.,No Description
16967,"August 29, 2015 00:00 IST",PTI,Other States,Rebel Akali leader elected Mohali Mayor,No Description
16968,"August 29, 2015 00:00 IST",PTI,Other States,Bajwa threatens to undertake fast-unto-death,No Description
16969,"August 29, 2015 00:00 IST",PTI,Other States,Three-member panel to look into Jharkhand CSAT issue,No Description
16970,"March 29, 2016 18:06 IST",Amarnath Tewary,Other States,‘Bihar alliance unethical’,"Without the cooperation of States, their development is not possible, says Union Minister Venkaiah Naidu"
16971,"August 29, 2015 00:00 IST",PTI,Other States,Domicile policy soon,No Description
16972,"August 29, 2015 00:00 IST",Staff Correspondent,Other States,Himachal Assembly witnesses unruly scenes,No Description
16973,"August 29, 2015 00:00 IST",Staff Reporter,Other States,Women for efforts to check human trafficking,No Description
16974,"August 29, 2015 00:00 IST","Guwahati:,",Other States,Assam Cong. leader joins BJP,No Description
16975,"August 29, 2015 00:00 IST","Kohima:,",Other States,‘Security forces need to be careful in view of Naga accord’,No Description
16976,"August 29, 2015 00:00 IST",Staff Reporter,Other States,Odisha civic bodies still depend on govt. funds,No Description
16977,"August 29, 2015 00:00 IST",Amarnath Tewary,Other States,‘Bihar alliance unethical’,Venkaiah takes a dig at confrontationist attitude of Nitish
16978,"August 29, 2015 00:00 IST","Lucknow:,",Other States,8 IPS officers transferred in UP,No Description
16979,"August 29, 2015 00:00 IST",Staff Reporter,Coimbatore,‘Kovai Utsav’ begins,No Description
16980,"August 29, 2015 00:00 IST",Karthik Madhavan,Coimbatore,Fate of Nanjundapuram Road STP raises questions on accountability,The civic body has already spent Rs. 20 crore on the project
16981,"August 29, 2015 00:00 IST",Staff Reporter,Coimbatore,Return to roots to improve business,No Description
16982,"August 29, 2015 00:00 IST",V.S. Palaniappan,Coimbatore,A shot in the arm for vulture conservation,Use of multi-vial dose of Diclofenac to treat livestock has been banned
16983,"August 29, 2015 00:00 IST",Staff Reporter,Coimbatore,"One held, two others wanted for attempt to murder",No Description
16984,"August 29, 2015 00:00 IST",Staff Reporter,Coimbatore,Woman from Karnataka reunited with husband,No Description
16985,"August 29, 2015 00:00 IST",Staff Reporter,Coimbatore,Seven injured in accident; govt. buses stop service over clash,No Description
16986,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,Aurangzeb gives way to Abdul Kalam,No Description
16987,"March 29, 2016 18:06 IST",Jaideep Deo Bhanj,Delhi,"Momos, a Capital choice","It’s the perfect treat in the monsoon and during winter, and is much healthier than eating something deep fried"
16988,"August 29, 2015 00:00 IST",Maria Akram,Delhi,AAP to intensify membership drive,No Description
16989,"August 29, 2015 00:00 IST","Patiala:,",Delhi,"Court grants bail to drug lord’s wife, in-laws",No Description
16990,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,Lutyens’ Bungalow Zone to be cut to size,The Union Urban Development Ministry has proposed to reduce the coveted zone by 5.13 sq. km
16991,"August 29, 2015 00:00 IST",Damini Nath,Delhi,No salary for staff since months,No Description
16992,"August 29, 2015 00:00 IST",Sweta Goswami,Delhi,Wholesale onion prices see a dip,No Description
16993,"August 29, 2015 00:00 IST",Abhay Bansal,Delhi,Veterans boycott govt’s 1965 war anniversary event,No Description
16994,"August 29, 2015 00:00 IST","New Delhi:,",Delhi,DUSU polls: 23 FIRs filed,No Description
16995,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,All-women police station in Gurgaon,No Description
16996,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,Race for smart cities,No Description
16997,"August 29, 2015 00:00 IST",PTI,Delhi,No coercive action if Kejriwal surrenders within 4 weeks: HC,No Description
16998,"August 29, 2015 00:00 IST",Special Correspondent,Delhi,Woman asked to pay relief to her child,No Description
16999,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,Restructuring of PWD opposed,No Description
17000,"August 29, 2015 00:00 IST",Mohammed Iqbal,Delhi,HC notice to Centre on aircraft maintenance schedules,No Description
17001,"August 29, 2015 00:00 IST",Damini Nath,Delhi,Officials question inquiry report,No Description
17002,"August 29, 2015 00:00 IST",Special Correspondent,Delhi,Retired bank manager gets one-year RI,No Description
17003,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,Third Battalion cops take prisoner shopping,No Description
17004,"August 29, 2015 00:00 IST",Mohammed Iqbal,Delhi,"NHRC notices to AIIMS director, police chief",No Description
17005,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,"Woman tries to kill kids, hangs herself",No Description
17006,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,Absconding driver in GK shooting case held,No Description
17007,"August 29, 2015 00:00 IST","Chennai:,",Delhi,Pay a tribute to your teacher,No Description
17008,"August 29, 2015 00:00 IST",Staff Reporter,Delhi,The Afro-India link,No Description
17009,"August 29, 2015 00:00 IST",Damini Nath,Delhi,Parking in South Delhi set to become easier,No Description
17010,"August 29, 2015 00:00 IST",Maria Akram,Delhi,PWD turns down proposal for underpass near South Campus,No Description
17011,"March 29, 2016 18:06 IST",Jatin Anand,Delhi,Water tanker scam rears its head,No Description
17012,"August 29, 2015 00:00 IST",Shiv Sunny,Delhi,Be on red light alert for a free dinner,No Description
17013,"August 29, 2015 00:00 IST","HYDERABAD:,",Hyderabad,Assumes charge,D. Srinivas vows to strengthen TRS
17014,"August 29, 2015 00:00 IST",Special Correspondent,Hyderabad,MoU inked,Chinese electronics firms to invest in State
17015,"August 29, 2015 00:00 IST",Legal Correspondent.,Hyderabad,Fee for conversion of agricultural land upheld,No Description
17016,"August 29, 2015 00:00 IST",Special Correspondent,Hyderabad,SCR to run specials,No Description
17017,"August 29, 2015 00:00 IST",Special Correspondent,Hyderabad,One held for ‘duping’ people,P. Nagaraju and his accomplices used to offer gold at cheaper rates and cheat them by selling fake gold
17018,"August 29, 2015 00:00 IST",Special Correspondent,Hyderabad,Onions at a discount!,No Description
17019,"August 29, 2015 00:00 IST",Staff Reporter,Hyderabad,"Tenders called for construction of flyovers worth Rs. 4,000 crore",No Description
17020,"August 29, 2015 00:00 IST",Special Correspondent,Hyderabad,Dena Bank in expansion mode,No Description
17021,"August 29, 2015 00:00 IST",V.V. Subrahmanyam,Hyderabad,Carrying forward her parents’ rich legacy,"Pullela Gayatri, daughter of Gopi Chand and Lakshmi, recently created a record of sorts by being the youngest ever to win the national under-17 title"
17022,"August 29, 2015 00:00 IST",Special Correspondent,Hyderabad,Traffic diversion for Hyderabad marathon,No Description
17023,"August 29, 2015 00:00 IST",S. Poorvaja,Madurai,Tamil titles turn out to be a fair attraction,Book fair inaugurated
17024,"August 29, 2015 00:00 IST",Staff Reporter,Madurai,Officials carry out surprise inspection,No Description
17025,"August 29, 2015 00:00 IST",Staff Reporter,Madurai,"Expedite clearing of ‘seemai karuvelam’, says Collector",No Description
17026,"August 29, 2015 00:00 IST",Staff Reporter,Madurai,e-commerce sale bites into sale,No Description
17027,"August 29, 2015 00:00 IST",Mohamed Imranullah S.,Madurai,“State liable to compensate parents of 15-year-old victim”,No Description
